date,country,confirmed,deaths,recovered,active,daily_confirmed,daily_deaths,daily_recovered,total_vaccinations,people_vaccinated,people_vaccinated_per_hundred,people_fully_vaccinated,people_fully_vaccinated_per_hundred,daily_vaccinations,vaccines
2021-03-11,Afghanistan,55917.0,2451.0,49499.0,3967.0,23.0,0.0,0.0,,,,,,2862.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-12,Afghanistan,55959.0,2454.0,49499.0,4006.0,42.0,3.0,0.0,,,,,,2862.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-13,Afghanistan,55959.0,2454.0,49471.0,4034.0,0.0,0.0,-28.0,,,,,,2862.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-14,Afghanistan,55985.0,2457.0,49477.0,4051.0,26.0,3.0,6.0,,,,,,2862.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-15,Afghanistan,55985.0,2459.0,49481.0,4045.0,0.0,2.0,4.0,,,,,,2862.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-16,Afghanistan,55995.0,2460.0,49499.0,4036.0,10.0,1.0,18.0,54000.0,54000.0,0.14,,,2862.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-17,Afghanistan,56016.0,2460.0,49536.0,4020.0,21.0,0.0,37.0,,,,,,2882.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-18,Afghanistan,56044.0,2462.0,49664.0,3918.0,28.0,2.0,128.0,,,,,,2902.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-19,Afghanistan,56069.0,2462.0,49681.0,3926.0,25.0,0.0,17.0,,,,,,2921.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-20,Afghanistan,56093.0,2462.0,49681.0,3950.0,24.0,0.0,0.0,,,,,,2941.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-21,Afghanistan,56103.0,2463.0,49737.0,3903.0,10.0,1.0,56.0,,,,,,2961.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-22,Afghanistan,56153.0,2464.0,49743.0,3946.0,50.0,1.0,6.0,,,,,,2980.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-23,Afghanistan,56177.0,2466.0,49752.0,3959.0,24.0,2.0,9.0,,,,,,3000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-24,Afghanistan,56192.0,2466.0,49802.0,3924.0,15.0,0.0,50.0,,,,,,3000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-25,Afghanistan,56226.0,2467.0,49937.0,3822.0,34.0,1.0,135.0,,,,,,3000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-26,Afghanistan,56254.0,2467.0,49994.0,3793.0,28.0,0.0,57.0,,,,,,3000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-27,Afghanistan,56290.0,2469.0,49994.0,3827.0,36.0,2.0,0.0,,,,,,3000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-28,Afghanistan,56294.0,2470.0,50013.0,3811.0,4.0,1.0,19.0,,,,,,3000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-29,Afghanistan,56322.0,2472.0,50666.0,3184.0,28.0,2.0,653.0,,,,,,3000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-30,Afghanistan,56384.0,2476.0,51473.0,2435.0,62.0,4.0,807.0,,,,,,3000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-03-31,Afghanistan,56454.0,2484.0,51550.0,2420.0,70.0,8.0,77.0,,,,,,3000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-01,Afghanistan,56517.0,2489.0,51788.0,2240.0,63.0,5.0,238.0,,,,,,3000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-02,Afghanistan,56572.0,2495.0,51798.0,2279.0,55.0,6.0,10.0,,,,,,3000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-03,Afghanistan,56595.0,2496.0,51802.0,2297.0,23.0,1.0,4.0,,,,,,3000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-04,Afghanistan,56676.0,2497.0,51885.0,2294.0,81.0,1.0,83.0,,,,,,3000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-05,Afghanistan,56717.0,2508.0,51902.0,2307.0,41.0,11.0,17.0,,,,,,3000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-06,Afghanistan,56779.0,2512.0,51928.0,2339.0,62.0,4.0,26.0,,,,,,3000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-07,Afghanistan,56873.0,2512.0,51940.0,2421.0,94.0,0.0,12.0,120000.0,120000.0,0.3,,,3000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-08,Afghanistan,56943.0,2516.0,51956.0,2471.0,70.0,4.0,16.0,,,,,,3714.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-09,Afghanistan,57019.0,2521.0,51961.0,2537.0,76.0,5.0,5.0,,,,,,4429.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-10,Afghanistan,57144.0,2521.0,51962.0,2661.0,125.0,0.0,1.0,,,,,,5143.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-11,Afghanistan,57160.0,2521.0,51989.0,2650.0,16.0,0.0,27.0,,,,,,5857.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-12,Afghanistan,57242.0,2529.0,52005.0,2708.0,82.0,8.0,16.0,,,,,,6571.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-13,Afghanistan,57364.0,2529.0,52013.0,2822.0,122.0,0.0,8.0,,,,,,7286.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-14,Afghanistan,57492.0,2532.0,52022.0,2938.0,128.0,3.0,9.0,,,,,,8000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-15,Afghanistan,57534.0,2533.0,52083.0,2918.0,42.0,1.0,61.0,,,,,,8000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-16,Afghanistan,57612.0,2535.0,52105.0,2972.0,78.0,2.0,22.0,,,,,,8000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-17,Afghanistan,57721.0,2539.0,52116.0,3066.0,109.0,4.0,11.0,,,,,,8000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-18,Afghanistan,57793.0,2539.0,52168.0,3086.0,72.0,0.0,52.0,,,,,,8000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-19,Afghanistan,57898.0,2546.0,52244.0,3108.0,105.0,7.0,76.0,,,,,,8000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-20,Afghanistan,58037.0,2549.0,52272.0,3216.0,139.0,3.0,28.0,,,,,,8000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-21,Afghanistan,58214.0,2557.0,52301.0,3356.0,177.0,8.0,29.0,,,,,,8000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-22,Afghanistan,58312.0,2561.0,52348.0,3403.0,98.0,4.0,47.0,240000.0,240000.0,0.6,,,8000.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-23,Afghanistan,58542.0,2565.0,52363.0,3614.0,230.0,4.0,15.0,,,,,,8846.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-24,Afghanistan,58730.0,2572.0,52392.0,3766.0,188.0,7.0,29.0,,,,,,9692.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-25,Afghanistan,58843.0,2582.0,52489.0,3772.0,113.0,10.0,97.0,,,,,,10538.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-26,Afghanistan,59015.0,2592.0,52520.0,3903.0,172.0,10.0,31.0,,,,,,11384.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-27,Afghanistan,59225.0,2598.0,52794.0,3833.0,210.0,6.0,274.0,,,,,,12229.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-28,Afghanistan,59370.0,2611.0,52974.0,3785.0,145.0,13.0,180.0,,,,,,13075.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-29,Afghanistan,59576.0,2618.0,53103.0,3855.0,206.0,7.0,129.0,,,,,,13921.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-04-30,Afghanistan,59745.0,2625.0,53206.0,3914.0,169.0,7.0,103.0,,,,,,13921.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-01,Afghanistan,59939.0,2631.0,53272.0,4036.0,194.0,6.0,66.0,,,,,,13921.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-02,Afghanistan,60122.0,2637.0,53391.0,4094.0,183.0,6.0,119.0,,,,,,13921.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-03,Afghanistan,60300.0,2642.0,53391.0,4267.0,178.0,5.0,0.0,,,,,,13921.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-04,Afghanistan,60563.0,2648.0,53694.0,4221.0,263.0,6.0,303.0,,,,,,13921.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-05,Afghanistan,60797.0,2654.0,53750.0,4393.0,234.0,6.0,56.0,,,,,,13921.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-06,Afghanistan,61162.0,2664.0,53961.0,4537.0,365.0,10.0,211.0,,,,,,13921.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-07,Afghanistan,61455.0,2673.0,54019.0,4763.0,293.0,9.0,58.0,,,,,,13921.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-08,Afghanistan,61755.0,2683.0,54040.0,5032.0,300.0,10.0,21.0,,,,,,13921.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-09,Afghanistan,61842.0,2686.0,54222.0,4934.0,87.0,3.0,182.0,,,,,,13921.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-10,Afghanistan,62063.0,2698.0,54382.0,4983.0,221.0,12.0,160.0,,,,,,13921.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-11,Afghanistan,62403.0,2710.0,54503.0,5190.0,340.0,12.0,121.0,504502.0,448878.0,1.13,55624.0,0.14,13921.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-12,Afghanistan,62718.0,2713.0,54534.0,5471.0,315.0,3.0,31.0,,,,,,12621.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-13,Afghanistan,63045.0,2721.0,54619.0,5705.0,327.0,8.0,85.0,,,,,,11321.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-14,Afghanistan,63355.0,2730.0,54634.0,5991.0,310.0,9.0,15.0,,,,,,10022.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-15,Afghanistan,63412.0,2733.0,54663.0,6016.0,57.0,3.0,29.0,,,,,,8722.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-16,Afghanistan,63484.0,2742.0,54686.0,6056.0,72.0,9.0,23.0,,,,,,7422.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-17,Afghanistan,63598.0,2745.0,55010.0,5843.0,114.0,3.0,324.0,,,,,,6122.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-18,Afghanistan,63819.0,2751.0,55118.0,5950.0,221.0,6.0,108.0,,,,,,4822.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-19,Afghanistan,64122.0,2762.0,55529.0,5831.0,303.0,11.0,411.0,,,,,,4822.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-20,Afghanistan,64575.0,2772.0,55687.0,6116.0,453.0,10.0,158.0,547901.0,470341.0,1.18,77560.0,0.19,4822.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-21,Afghanistan,65080.0,2782.0,55790.0,6508.0,505.0,10.0,103.0,,,,,,5040.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-22,Afghanistan,65486.0,2792.0,55889.0,6805.0,406.0,10.0,99.0,,,,,,5257.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-23,Afghanistan,65728.0,2802.0,56035.0,6891.0,242.0,10.0,146.0,,,,,,5474.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-24,Afghanistan,66275.0,2812.0,56295.0,7168.0,547.0,10.0,260.0,573277.0,476367.0,1.2,96910.0,0.24,5692.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-25,Afghanistan,66903.0,2836.0,56518.0,7549.0,628.0,24.0,223.0,,,,,,6230.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-26,Afghanistan,67743.0,2855.0,56711.0,8177.0,840.0,19.0,193.0,590454.0,479372.0,1.2,111082.0,0.28,6768.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-27,Afghanistan,68366.0,2869.0,56962.0,8535.0,623.0,14.0,251.0,593313.0,479574.0,1.2,113739.0,0.29,6487.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-28,Afghanistan,69130.0,2881.0,57119.0,9130.0,764.0,12.0,157.0,,,,,,5907.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-05-29,Afghanistan,70111.0,2899.0,57281.0,9931.0,981.0,18.0,162.0,,,,,,5326.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
2021-01-10,Albania,63595.0,1241.0,37648.0,24706.0,562.0,8.0,321.0,0.0,0.0,0.0,,,,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-11,Albania,63971.0,1247.0,37981.0,24743.0,376.0,6.0,333.0,,,,,,64.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-12,Albania,64627.0,1252.0,38421.0,24954.0,656.0,5.0,440.0,128.0,128.0,0.0,,,64.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-13,Albania,65334.0,1256.0,38860.0,25218.0,707.0,4.0,439.0,188.0,188.0,0.01,,,63.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-14,Albania,65994.0,1261.0,39246.0,25487.0,660.0,5.0,386.0,266.0,266.0,0.01,,,66.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-15,Albania,66635.0,1265.0,39625.0,25745.0,641.0,4.0,379.0,308.0,308.0,0.01,,,62.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-16,Albania,67216.0,1270.0,40090.0,25856.0,581.0,5.0,465.0,369.0,369.0,0.01,,,62.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-17,Albania,67690.0,1277.0,40453.0,25960.0,474.0,7.0,363.0,405.0,405.0,0.01,,,58.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-18,Albania,67982.0,1281.0,40870.0,25831.0,292.0,4.0,417.0,447.0,447.0,0.02,,,55.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-19,Albania,68568.0,1287.0,41464.0,25817.0,586.0,6.0,594.0,483.0,483.0,0.02,,,51.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-20,Albania,69238.0,1291.0,41969.0,25978.0,670.0,4.0,505.0,519.0,519.0,0.02,,,47.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-21,Albania,69916.0,1296.0,42426.0,26194.0,678.0,5.0,457.0,549.0,549.0,0.02,,,40.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-22,Albania,70655.0,1303.0,42895.0,26457.0,739.0,7.0,469.0,,,,,,34.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-23,Albania,71441.0,1310.0,43384.0,26747.0,786.0,7.0,489.0,,,,,,26.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-24,Albania,72274.0,1315.0,43890.0,27069.0,833.0,5.0,506.0,,,,,,21.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-25,Albania,72812.0,1324.0,44291.0,27197.0,538.0,9.0,401.0,,,,,,15.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-26,Albania,73691.0,1332.0,44880.0,27479.0,879.0,8.0,589.0,,,,,,9.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-27,Albania,74567.0,1339.0,45383.0,27845.0,876.0,7.0,503.0,,,,,,4.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-28,Albania,75454.0,1350.0,45906.0,28198.0,887.0,11.0,523.0,,,,,,0.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-29,Albania,76350.0,1358.0,46420.0,28572.0,896.0,8.0,514.0,,,,,,0.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-30,Albania,77251.0,1369.0,46927.0,28955.0,901.0,11.0,507.0,,,,,,0.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-01-31,Albania,78127.0,1380.0,47424.0,29323.0,876.0,11.0,497.0,,,,,,0.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-02-01,Albania,78992.0,1393.0,47922.0,29677.0,865.0,13.0,498.0,,,,,,0.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-02-02,Albania,79934.0,1398.0,48377.0,30159.0,942.0,5.0,455.0,550.0,549.0,0.02,1.0,0.0,0.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-02-03,Albania,80941.0,1404.0,48958.0,30579.0,1007.0,6.0,581.0,,,,,,12.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-02-04,Albania,81993.0,1418.0,49543.0,31032.0,1052.0,14.0,585.0,,,,,,24.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-02-05,Albania,83082.0,1433.0,50219.0,31430.0,1089.0,15.0,676.0,,,,,,35.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-02-06,Albania,84212.0,1446.0,50875.0,31891.0,1130.0,13.0,656.0,,,,,,47.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-02-07,Albania,85336.0,1460.0,51444.0,32432.0,1124.0,14.0,569.0,,,,,,59.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-02-08,Albania,86289.0,1472.0,52128.0,32689.0,953.0,12.0,684.0,,,,,,71.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-02-09,Albania,87528.0,1488.0,52933.0,33107.0,1239.0,16.0,805.0,1127.0,689.0,0.02,438.0,0.02,82.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-02-10,Albania,88671.0,1503.0,53616.0,33552.0,1143.0,15.0,683.0,,,,,,81.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-02-11,Albania,89776.0,1517.0,54362.0,33897.0,1105.0,14.0,746.0,,,,,,79.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-02-12,Albania,90835.0,1531.0,55243.0,34061.0,1059.0,14.0,881.0,,,,,,78.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
2021-02-13,Albania,91987.0,1543.0,55983.0,34461.0,1152.0,12.0,740.0,,,,,,76.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
